连云港博杰工艺品有限公司,,lygsp04.daili,4,,
上海睿术汽车服务有限公司,,lygsp04.daili,上海待开发库,,非连云港地区
威海润彩物流有限公司,2年,lygsp04.daili,无,,
江苏省和泰电子科技有限公司,,lygsp04.daili,南呼江苏体验库,2017-10-21 14:41:01,非连云港地区
医药,,lygsp04.daili,无,,
荣成市宏真装卸有限公司,1年,lygsp04.daili,北呼山东体验库,2022-02-11 11:26:17,非连云港地区
连云港华杰教育咨询,,lygsp04.daili,无,,
江苏立鼎数码科技有限公司,1年,lygsp04.daili,wenxuan.zhao,2022-01-25 14:40:57,非连云港地区
连云港美居酒店管理有限公司,,lygsp04.daili,南呼无价值客户库,2018-09-19 16:07:49,
连云港研瀚企业管理咨询有限责任公司,,lygsp04.daili,0,2021-12-24 17:28:16,
江苏美腾建筑装饰工程有限公司,2年,lygsp04.daili,2,2021-12-10 17:27:17,
连云港凯安吊装运输有限公司,,lygsp04.daili,4,,
连云港高新区花果山街道学子驿站,,lygsp04.daili,4,,
凯硕电脑（苏州）有限公司,,lygsp04.daili,yi1.fu,2022-02-17 17:09:25,
连云区艺云舞蹈艺术培训中心,,lygsp04.daili,9,,
南京一站通速运有限公司,,lygsp04.daili,无,,
连云港若菲珠宝有限公司,,lygsp04.daili,9,2021-08-23 11:08:54,
沈阳蓝兴装卸有限公司,1年,lygsp04.daili,无,,
沭阳德聚瀚邦企业管理服务有限公司,,lygsp04.daili,南呼待审核库,2020-08-10 14:36:29,非连云港地区
连云港市烽光油脂科技有限公司,,lygsp04.daili,无,,
常州盛维建设工程有限公司,1年,lygsp04.daili,南呼待开发库,,非连云港地区
盘锦松腾物流有限公司,1年,lygsp04.daili,pjzp1.daili,,非连云港地区
常州新时代新能源有限公司,,lygsp04.daili,南呼无价值客户库,2016-09-23 10:40:51,非连云港地区
南京昊思人力资源有限公司,,lygsp04.daili,反欺诈黑名单库,2021-10-28 09:03:58,非连云港地区
江苏艾浦特新能源有限公司,1年,lygsp04.daili,5,2022-02-19 15:23:44,
成都前程易讯网络科技有限公司,,lygsp04.daili,letitia.li,2022-02-12 13:42:57,非连云港地区
中国大地财产保险股份有限公司宿迁中心支公司,1年,lygsp04.daili,sqxs6.daili,2022-02-07 17:45:05,非连云港地区
江苏坤和供应链管理有限公司,,lygsp04.daili,liangliang8.wang,2022-02-10 17:31:17,非连云港地区
东海县泓皓汽车服务有限公司,1年,lygsp04.daili,2,2021-12-01 10:17:05,
连云港齿铠甲口腔诊所有限公司,,lygsp04.daili,9,2022-02-19 15:01:05,
海州区柏叶浩食品经营部,,lygsp04.daili,无,,
连云港市圆周建筑装饰工程有限公司,,lygsp04.daili,5,2019-09-10 14:35:51,
赣榆区青口镇欣足道足浴店,1年,lygsp04.daili,南呼无价值客户库,2021-03-17 09:36:14,
连云港旷世广告有限公司,,lygsp04.daili,5,2022-02-19 15:13:19,
连云港玖天文化传媒有限公司,1年,lygsp04.daili,7,2022-02-19 11:49:12,
李希服饰店,1年,lygsp04.daili,无,,
海州区金敏美容店,1年,lygsp04.daili,无,,
蓝堡健身会所瓜沥店,3年,lygsp04.daili,无,,
连云港都市晨露美容,7年,lygsp04.daili,无,,
连云港启创铝制品制造有限公司,2年,lygsp04.daili,6wei.wang,2022-02-07 10:57:56,
连云港保真连锁超市有限公司,3年,lygsp04.daili,shuaimin.xu,2022-02-10 11:33:07,
连云港沐湾推拿足疗保健服务有限公司,1年,lygsp04.daili,9,,
海州区凡帝尼装饰建材贸易商行,7年,lygsp04.daili,无,,
连云港市永昌货物运输有限公司,2年,lygsp04.daili,无,,
连云港长菱联华汽车销售服务有限公司,3年,lygsp04.daili,wang.mingming,2022-02-10 13:41:18,
礼朵拉品牌策划,4年,lygsp04.daili,无,,
连云港拓海人力资源有限公司赣榆分公司,,lygsp04.daili,0,2022-02-19 16:03:11,
海州区淮海社区朱梓铭辣庄老火锅店,1年,lygsp04.daili,7,2022-02-19 14:03:50,
海州区河滨社区茗客居酒店,1年,lygsp04.daili,南呼无价值客户库,,
新浦经济开发区蓝灰红家具厂,2年,lygsp04.daili,无,,
连云港天宝银城娱乐有限公司,1年,lygsp04.daili,无,,
连云港领航汽车维修服务有限公司,2年,lygsp04.daili,0,2021-08-25 13:52:50,
江苏奥神新材料股份有限公司,2年,lygsp04.daili,无,,
上汽大通4S店,4年,lygsp04.daili,无,,
赣榆区赣马镇春姿利美容店,1年,lygsp04.daili,无,,
赣榆区青口镇青花餐饮店,1年,lygsp04.daili,无,,
连云港市恒通商务信息咨询有限公司,1年,lygsp04.daili,无,,
连云港任记状元餐饮管理有限公司,1年,lygsp04.daili,8,2022-02-19 14:51:59,
连云港金陵神州宾馆有限公司,1年,lygsp04.daili,8,2022-02-19 15:03:44,
连云港市海州区朗文外语培训中心,5年,lygsp04.daili,youmi.wang,2022-01-18 17:44:16,
连云港安叉工程机械销售有限公司,1年,lygsp04.daili,0,2019-12-19 09:34:19,
海州区利民社区召艳食品经营部,3年,lygsp04.daili,8,,
东海县安久珠宝商行,1年,lygsp04.daili,0,2020-11-09 18:57:34,
江苏春豪国际贸易有限公司,3年,lygsp04.daili,jing6.wang,2022-02-08 11:47:46,
高新区西凤社区侯凯小吃店,1年,lygsp04.daili,无,,
海州区贾圩社区乔美荣美容院,1年,lygsp04.daili,无,,
连云港启奥体育文化有限公司,1年,lygsp04.daili,zhuojun.chen,2022-02-07 16:01:36,
新浦区延东社区新时代大酒店,1年,lygsp04.daili,无,,
海州区禧彤柠檬工坊食品店,1年,lygsp04.daili,6zi.wang,2022-02-10 17:30:43,
中国人寿保险股份有限公司连云港市分公司新浦营业部,2年,lygsp04.daili,zhuojun.chen,2022-02-16 16:52:12,
江苏索亚建筑装饰新材料有限公司,1年,lygsp04.daili,wenfeng.jiang,2022-01-25 15:51:38,
连云港雨虹篷布制品有限公司,1年,lygsp04.daili,4,2022-02-17 15:29:33,
苏州阳光壹佰健身服务有限公司,3年,lygsp04.daili,meng1.lu,2022-02-18 15:26:12,非连云港地区
连云港开创网络科技有限公司,2年,lygsp04.daili,qiaoling.su,2022-02-14 09:51:08,
北京盛安邦保安服务有限公司,1年,lygsp04.daili,joey.liu,2022-02-09 18:02:40,非连云港地区
新浦区陇海东路李敏移动业务代理点,,lygsp04.daili,无,,
海州区九九灯具五交化经营部,,lygsp04.daili,0,,
富士康,,lygsp04.daili,无,,
苏州国盛人才服务有限公司,,lygsp04.daili,piao.yu,2022-02-14 10:21:12,非连云港地区
连云港乐忠贸易有限公司,,lygsp04.daili,4,2020-11-23 16:58:06,
立讯精密工业（江苏）有限公司,,lygsp04.daili,liangliang8.wang,2022-02-12 16:16:24,非连云港地区
连云港市思竹商贸有限公司,,lygsp04.daili,无,,
海州区仁康专科门诊部,,lygsp04.daili,无,,
连云港盈耀文化传媒有限公司,1年,lygsp04.daili,4,2021-05-13 10:50:41,
江西华才人力资源有限公司,,lygsp04.daili,yuu.cheng,2022-02-19 15:30:48,非连云港地区
连云港宏硕企业管理有限公司,1年,lygsp04.daili,无,,
海州区新风服装加工厂,,lygsp04.daili,无,,
连云港康硕企业管理有限公司,1年,lygsp04.daili,4,,
连云港观澜广告有限公司,,lygsp04.daili,南呼无价值客户库,2018-01-16 09:45:14,
高新区东河社区铭塑理发店,,lygsp04.daili,4,,非连云港地区
江苏尧天服饰有限公司,,lygsp04.daili,youmi.wang,2022-02-17 19:34:11,
日通国际物流（中国）有限公司,,lygsp04.daili,queenie.zhou,2022-02-17 18:11:10,非连云港地区
海州区月见你美容店,,lygsp04.daili,无,,
连云港拓英企业管理有限公司,,lygsp04.daili,1,2022-01-05 17:39:33,
海州区海宁社区宴江南餐饮店,,lygsp04.daili,无,,
连云港市优维商贸有限公司,,lygsp04.daili,8,2019-10-12 14:32:48,
连云港齐创信息技术有限公司,,lygsp04.daili,无,,
海州区远超机械配件加工厂,,lygsp04.daili,无,,
连云港宇创电子科技有限公司,,lygsp04.daili,无,,
浙江泛洋特种装配设备有限公司,,lygsp04.daili,无,,
连云区皙兰达皮肤管理经营部,,lygsp04.daili,8,,
中颖电子股份有限公司,,lygsp04.daili,kevin.liulin,2022-01-26 14:37:32,非连云港地区
新浦区巨龙社区小黄帽汽车用品经营部,,lygsp04.daili,无,,
连云港丽减美瘦吧咨询管理有限公司,,lygsp04.daili,无,,
连云港中讯网络科技有限公司,,lygsp04.daili,0,2020-04-29 14:48:27,
海州区常乐社区泽雨餐饮店,,lygsp04.daili,5,,
连云港电信海州城东支局,,lygsp04.daili,无,,
昆山世硕精密模具有限公司,,lygsp04.daili,苏州待开发库,,非连云港地区
蜂巢能源科技股份有限公司,,lygsp04.daili,ailsq.pan,2022-02-08 08:32:34,非连云港地区
连云港市睿颖商贸有限责任公司,,lygsp04.daili,2,2021-12-02 10:25:45,
奥托立夫（江苏）汽车安全零部件有限公司,,lygsp04.daili,paul.sun,2022-02-19 10:11:02,非连云港地区
连云港闪电优选供应链有限公司,1年,lygsp04.daili,5,,
荣成市安信装卸有限公司,2年,lygsp04.daili,无,,
宿迁民益人力资源有限公司沭阳分公司,,lygsp04.daili,南呼待开发库,,非连云港地区
徐州盛文贸易有限公司,3年,lygsp04.daili,xz11.daili,2022-02-09 14:09:27,非连云港地区
连云港群宏人力资源有限公司,,lygsp04.daili,5,,
连云港畅联网络科技有限公司,6年,lygsp04.daili,0,2022-02-18 17:57:35,
海州区宁青黛美容店,1年,lygsp04.daili,无,,
中国光大银行股份有限公司南京分行,,lygsp04.daili,xu.minmin,2022-02-08 14:20:03,非连云港地区
杭州蓝庭健身服务有限公司,3年,lygsp04.daili,xiang1.liu,2022-02-09 15:31:15,非连云港地区
江苏墨色建筑装饰工程有限公司,3年,lygsp04.daili,4,2020-09-15 17:11:06,
连云港赣榆恒盛玛钢有限责任公司,2年,lygsp04.daili,7,,
江苏佰美信息科技有限公司,1年,lygsp04.daili,5,,
海州区路北社区澳菲斯工艺品经营部,1年,lygsp04.daili,南呼江苏待开发库,2022-02-19 13:50:04,
连云港市天泰广告装饰有限公司,8年,lygsp04.daili,2,2020-10-22 17:05:20,
江苏宇田医药有限公司,1年,lygsp04.daili,youmi.wang,2022-02-08 17:48:42,
连云港苏宁置业有限公司苏宁索菲特酒店,7年,lygsp04.daili,0,2021-04-29 10:20:00,
连云港国鑫食用菌成套设备有限公司,1年,lygsp04.daili,南方呼叫中心关联库,2018-07-31 09:23:10,
上海为诚汽车租赁有限公司,,lygsp04.daili,上海体验库,2022-01-05 17:50:39,非连云港地区
连云区巴渔人酒店,1年,lygsp04.daili,无,,
苏州健生源医药连锁有限公司连云港万全堂药品大卖场,1年,lygsp04.daili,zhenpeng.cai,2022-02-17 11:30:30,
江苏康济大药房连锁有限公司,2年,lygsp04.daili,4,,
江苏百应信息技术有限公司,,lygsp04.daili,lyn.lin,2022-02-15 10:38:15,非连云港地区
连云港悦之家产后健康管理有限公司,1年,lygsp04.daili,7,2022-02-19 14:21:23,
海州区香江社区漫辣餐饮店,2年,lygsp04.daili,7,2022-02-19 14:24:22,
上海协方餐饮管理有限公司,1年,lygsp04.daili,上海待开发库,,非连云港地区
连云港市朗天商贸有限公司,1年,lygsp04.daili,miao2.zhang,2022-02-17 20:38:32,
海州区公园社区任立飞电动车经营部,4年,lygsp04.daili,7,2017-06-28 17:02:15,
连云港吉通网络工程有限公司,7年,lygsp04.daili,2,2021-09-27 15:00:35,
文石商贸,8年,lygsp04.daili,无,,
连云区皖南大院餐饮店,1年,lygsp04.daili,无,,
连云港市中庆电梯工程有限公司,4年,lygsp04.daili,2,2021-05-18 09:05:09,
连云港市海州区千手形象设计中心,2年,lygsp04.daili,7,,
江苏和记餐饮有限公司,6年,lygsp04.daili,7,2022-02-19 15:15:29,
艾颜（上海）生物科技有限公司,1年,lygsp04.daili,上海体验库,2021-12-23 09:56:13,非连云港地区
连云港浪潮文化娱乐有限公司,1年,lygsp04.daili,南呼江苏体验库,2022-02-19 15:21:10,
海州区辰尔康美容店,1年,lygsp04.daili,无,,
连云港港丰电子科技有限公司,2年,lygsp04.daili,2,2021-09-22 15:43:47,
海州区川匠保健按摩服务部,2年,lygsp04.daili,无,,
福建省尚云亿家居家工程有限公司连云港分公司,1年,lygsp04.daili,1,2021-10-21 11:59:15,
连云港润迪汽车销售服务有限公司,1年,lygsp04.daili,2,,
连云港新秀箱包有限公司,1年,lygsp04.daili,7,2022-01-06 11:28:29,
江苏荣升服务外包有限公司赣榆分公司,,lygsp04.daili,0,2021-04-02 16:11:58,
连云港海州区世缘汇商贸有限公司,1年,lygsp04.daili,7,,
海州区姝玲美容店,1年,lygsp04.daili,无,,
上海美皇文化传媒有限公司,,lygsp04.daili,上海体验库,2020-07-22 16:18:27,非连云港地区
广西普化企业管理有限公司,,lygsp04.daili,lu.ding,2022-02-19 09:52:43,非连云港地区
佳能医疗系统（中国）有限公司工会委员会,,lygsp04.daili,无,,
赣榆区青口镇引佐服装经营部,,lygsp04.daili,4,,
南京前行信息科技有限公司,,lygsp04.daili,南京体验库,2022-01-18 16:53:19,非连云港地区
苏州苏立特物流科技有限公司,3年,lygsp04.daili,hengheng.wang,2022-01-17 16:24:11,非连云港地区
名硕电脑 ( 苏州 ) 有限公司,,lygsp04.daili,无,,
苏州邦才人力资源有限公司,,lygsp04.daili,li.shuangshuang,2021-12-20 17:10:29,非连云港地区
河南飞飞茂人力资源服务有限公司,,lygsp04.daili,yipin.zhao,2021-12-28 17:09:24,非连云港地区
中国医药商业协会,,lygsp04.daili,zhangjin.zhang,2022-01-24 10:23:10,非连云港地区
连云港绿洲眼镜有限公司,,lygsp04.daili,无,,
信音电子（中国）股份有限公司,,lygsp04.daili,li.june,2022-02-16 10:26:47,非连云港地区
郑州寰宇人力资源服务有限公司,,lygsp04.daili,反欺诈黑名单库,2019-07-09 10:11:16,非连云港地区
积水医疗科技(中国)有限公司工会,,lygsp04.daili,无,,
华为,,lygsp04.daili,无,,
连云港众汇环保科技有限公司,,lygsp04.daili,4,,
苏州宇培仓储有限公司,,lygsp04.daili,haifeng.zhang,2022-02-16 20:07:29,非连云港地区
东新国际货物运输代理（上海）有限公司连云港分公司,,lygsp04.daili,无,,
安徽优氏速递股份有限公司,,lygsp04.daili,lillian.wang,2022-02-10 10:48:31,非连云港地区
连云港叙罗服饰有限公司,,lygsp04.daili,7,2019-10-12 17:08:06,
连云港登煌建材销售有限公司,,lygsp04.daili,7,2019-03-27 11:53:08,
海州区敬亭建材经营部,,lygsp04.daili,无,,
苏州世硕机电有限公司,,lygsp04.daili,无,,
连云港大邓传媒有限公司,,lygsp04.daili,无,,
宿迁市御珍酒业销售有限公司,,lygsp04.daili,yingchun.xia,2022-02-07 18:04:55,非连云港地区
海州区精锐汽车修理服务站,,lygsp04.daili,无,,
沈阳市葵阳装卸有限公司,1年,lygsp04.daili,yongjun.ding,2022-02-14 10:35:42,非连云港地区
连云港大账房财务管理有限公司,,lygsp04.daili,7,2021-01-29 13:32:12,
海州区开成圆化妆品店,,lygsp04.daili,南呼无价值客户库,,
烟台盛伟重工机械有限公司,1年,lygsp04.daili,烟台待开发库,2021-12-29 15:54:33,非连云港地区
荣成市港湾明杰装卸队,1年,lygsp04.daili,北呼山东待开发库,2017-12-04 14:32:53,非连云港地区
钧硕电子科技（上海）有限公司,,lygsp04.daili,上海体验库,2020-10-23 09:50:09,非连云港地区
华冠通讯（江苏）有限公司,,lygsp04.daili,garce.xu,2022-01-05 11:40:33,非连云港地区
连云港瑞创物业管理有限公司,1年,lygsp04.daili,0,,
江苏双旭国际物流有限公司,,lygsp04.daili,5,,
世界500强企业,,lygsp04.daili,西安无价值客户库,2015-11-06 14:24:55,
盐城市汇凝管理咨询有限公司,1年,lygsp04.daili,yctt04.daili,2022-02-10 14:39:29,非连云港地区
灌云县侍庄乡兴云商务宾馆,,lygsp04.daili,无,,
三一重机有限公司,,lygsp04.daili,无,,
沈阳云端装卸有限公司,1年,lygsp04.daili,yue4.wang,2022-01-24 17:18:31,非连云港地区
中复连众风电科技有限公司,,lygsp04.daili,wang.mingming,2022-02-08 16:06:50,
江苏朗道新能源有限公司,,lygsp04.daili,jingyu.li,2022-02-17 16:29:00,非连云港地区
海州区盐河社区妮的衣柜服装店,,lygsp04.daili,无,,
连云港吉顺贸易有限公司,2年,lygsp04.daili,0,2022-02-19 15:44:41,
海州区玉带社区琪雅美容美体工作室,1年,lygsp04.daili,无,,
连云港再青春生物科技有限公司,2年,lygsp04.daili,wentao6.liu,2022-02-07 17:53:24,
连云港恒享家房地产经纪有限公司,1年,lygsp04.daili,0,,
徐州玛所贸易有限公司,3年,lygsp04.daili,xz29.daili,2022-02-15 09:45:59,非连云港地区
江苏通纳建设工程有限公司,1年,lygsp04.daili,6,2022-02-19 13:41:16,
海州区莫庆卫海产品经营部,2年,lygsp04.daili,7,,
江苏素康生物科技有限公司,1年,lygsp04.daili,0,2022-02-18 15:11:40,
罗盖特(中国)营养食品有限公司,3年,lygsp04.daili,youmi.wang,2021-07-19 17:22:06,
连云港云鹤文化传媒广告有限公司,1年,lygsp04.daili,xiaoli.sun,2022-02-14 17:22:12,
连云港晋宇房地产经纪有限公司,3年,lygsp04.daili,7,2020-09-16 09:20:39,
山东双旺企业管理服务有限公司,,lygsp04.daili,北呼待审核库,2021-08-24 13:56:32,非连云港地区
连云港久和混凝土有限公司,1年,lygsp04.daili,3,2021-03-17 16:42:50,
连云港鼎骐建材有限公司,1年,lygsp04.daili,3,2021-03-31 16:46:19,
江苏来伊份食品有限公司连云港通灌北路店,3年,lygsp04.daili,7,2019-09-10 15:56:54,
亿企赢财税咨询服务（连云港）有限公司,1年,lygsp04.daili,无,,
海州区思妍丽美容院,1年,lygsp04.daili,无,,
连云港夏夏文化娱乐传媒有限公司,1年,lygsp04.daili,7,,
江苏快点装饰工程有限公司,1年,lygsp04.daili,2,2022-02-13 19:02:58,
江苏非送网络科技有限公司,,lygsp04.daili,南呼待审核库,2021-12-21 10:24:57,非连云港地区
连云港市海州区原色艺术培训中心,8年,lygsp04.daili,0,2021-12-03 15:56:21,
连云港春暖花开贸易有限公司,1年,lygsp04.daili,0,2022-02-17 15:59:14,
连云港艾贝儿教育科技有限公司,2年,lygsp04.daili,无,,
连云港龙河盛世营销策划有限公司,1年,lygsp04.daili,0,,
连云港睿途网络科技有限公司,1年,lygsp04.daili,zhenyang.wu,2022-02-15 10:22:34,
江苏国疆企业管理咨询有限公司,3年,lygsp04.daili,zhicheng.du,2022-02-16 18:17:32,
赣榆区青口镇皓伟轩房产信息咨询服务经营部,2年,lygsp04.daili,无,,
大陆汽车电子（连云港）有限公司,,lygsp04.daili,xiaoteng.you,2022-02-09 16:30:37,
新浦区新东社区泰秘美容店,1年,lygsp04.daili,无,,
连云港市宝典劳保用品有限公司,1年,lygsp04.daili,2,,
海州区苍梧社区花季雨季美容院,3年,lygsp04.daili,无,,
海州区希芙悦美容店,1年,lygsp04.daili,无,,
连云港和梦园餐饮管理有限公司,2年,lygsp04.daili,0,,
连云区盛世铭豪娱乐休闲室,2年,lygsp04.daili,6,,
连云港市三聚兴商贸有限公司,1年,lygsp04.daili,0,2022-01-24 16:26:25,
海州区同兴社区桃源足疗店,1年,lygsp04.daili,无,,
江苏高驰新材料科技有限公司,,lygsp04.daili,6,,
连云港蓝惠装饰材料有限公司,2年,lygsp04.daili,2,2020-10-21 14:28:23,
连云港市利亚奇汽车销售服务有限公司,1年,lygsp04.daili,0,2021-08-19 17:39:10,
玫德集团临沂有限公司,,lygsp04.daili,lyhy9.daili,2022-02-18 13:58:24,非连云港地区
嘉兴市立讯信息科技有限公司,,lygsp04.daili,无,,
苏州汇聘人力资源服务有限公司,,lygsp04.daili,eason.li,2022-01-26 17:51:32,非连云港地区
立讯精密有限公司,,lygsp04.daili,新呼活跃公库,2020-08-21 14:29:18,非连云港地区
苏州尚睿服务外包有限公司,,lygsp04.daili,tiffany.zhou,2022-02-10 18:29:24,非连云港地区
连云港连农环保开发有限公司,,lygsp04.daili,无,,
江苏创诺制药有限公司,,lygsp04.daili,南呼江苏付费库,2021-05-20 17:19:30,
广州市华好日用品有限公司,1年,lygsp04.daili,mai.zhou,2022-02-12 16:37:47,非连云港地区
昆山世硕企业管理有限公司,,lygsp04.daili,苏州待开发库,,非连云港地区
连云港泉星和酒店管理有限公司,1年,lygsp04.daili,4,,
连云港雷丰水产养殖有限公司,,lygsp04.daili,4,,
苏州智宏展人力资源有限公司,,lygsp04.daili,dandan1.wang,2022-02-16 13:51:14,非连云港地区
广西昭源企业管理有限公司,,lygsp04.daili,南呼华南体验库,2022-01-24 15:54:07,非连云港地区
江西博友信息科技有限公司,,lygsp04.daili,nhjx03jj10.daili,2022-02-15 15:33:51,非连云港地区
连云港锦泰汽车销售服务有限公司,1年,lygsp04.daili,6,2022-02-19 15:57:52,非连云港地区
连云港轩腾文化传媒有限公司,,lygsp04.daili,6,,
连云港市丹福新型材料有限责任公司,,lygsp04.daili,6,2021-02-20 17:10:27,
江苏广客隆建设工程有限公司,,lygsp04.daili,jie6.gao,2022-02-15 13:36:13,
连云港汇川财税管理有限公司,,lygsp04.daili,wenfeng.jiang,2022-02-17 18:15:28,
连云港雅元电子科技有限公司,,lygsp04.daili,6,,
江苏爱施德食品有限公司,,lygsp04.daili,6,2019-09-20 14:53:11,
沪士电子股份有限公司,,lygsp04.daili,无,,
苏州市吴中区郭巷街道优幼学前儿童看护点,5年,lygsp04.daili,无,,
荣成市斥山新隆装卸队,1年,lygsp04.daili,无,,
高新区淮海社区申崇烤肉店,,lygsp04.daili,0,2020-12-30 09:21:27,非连云港地区
连云港拾光美容有限公司,,lygsp04.daili,6,2020-09-17 10:31:05,
威海祥辉物流有限公司,2年,lygsp04.daili,北呼山东待开发库,2020-12-29 11:32:50,非连云港地区
冒格（河北）物业管理有限公司,,lygsp04.daili,石家庄待开发库,,非连云港地区
连云港奕居酒店管理有限公司,,lygsp04.daili,6,2021-09-03 17:55:24,
北京琦陶物流配送有限公司,1年,lygsp04.daili,无,,
海州区淮海社区科新达建材经营部,,lygsp04.daili,无,,
中达电子(江苏)有限公司,,lygsp04.daili,无,,
连云港市吉鑫机械设备有限公司,,lygsp04.daili,5,2020-09-08 14:13:15,
中航锂电（江苏）有限公司,,lygsp04.daili,无,,
河北润恰物业管理有限公司,1年,lygsp04.daili,石家庄待开发库,,非连云港地区
临沂家家悦超市有限公司,6年,lygsp04.daili,lyhy8.daili,2022-02-12 18:08:04,非连云港地区
连云港晟韵商贸有限公司,1年,lygsp04.daili,fa.zhu,2022-02-16 11:44:48,
连云港苏铭商务信息咨询有限公司,,lygsp04.daili,4,2022-02-14 13:56:55,
成都锋锐尚网络科技有限公司,,lygsp04.daili,ying.tu,2022-02-15 19:24:00,非连云港地区
江苏鸿奥信息科技有限公司,,lygsp04.daili,huijie.cao,2022-02-16 16:30:37,
成都蓉创天下科技有限公司,,lygsp04.daili,反欺诈黑名单库,2021-10-13 17:08:58,非连云港地区
连云港睿辛航电子商务有限公司,1年,lygsp04.daili,xiaoteng.you,2022-02-18 16:01:47,
连云港晟仁商贸有限公司,,lygsp04.daili,6,2022-02-19 14:13:08,
连云港市川帛国际贸易有限公司,1年,lygsp04.daili,7,,
连云港美卡文化传媒有限公司,2年,lygsp04.daili,0,,
海州区亚兰日用品经营部,1年,lygsp04.daili,5,,
连云港儒房房地产经纪有限公司,1年,lygsp04.daili,0,2022-02-19 15:54:31,
连云港拓海人力资源有限公司,,lygsp04.daili,jieqiong.cui,2022-02-15 15:41:25,
连云港厚生餐饮服务有限公司,,lygsp04.daili,0,,
珩星电子（连云港）股份有限公司北京分公司,1年,lygsp04.daili,北京待开发库,,非连云港地区
连云港星涌文化传媒有限公司,1年,lygsp04.daili,1,2022-01-26 16:00:02,
海州区新城社区伏祥霞金大福珠宝店,1年,lygsp04.daili,7,,
