一知足常乐一,9395257917,130,13,51,北京,石景山区,1
不放弃未来的小散,8231227534,120,14,351,,,0
爱学习的加菲猫,7216555183,216,289,11,广东,不限,1
秋去冬来了,3888237256,76,7,68,广西,未知,0
活宝徐锐锐,3596861810,59,2,1,,,0
微笑18,3950950292,199,1755,6216,四川,成都,0
矛盾zyg,6690426229,55,7,70,北京,不限,1
求好,6419104592,33,2,71,不限,未知,0
树欲动而风不至,5502854458,152,79,24,不限,不限,0
别吃我的菠萝,2473437768,110,5,3,省/直辖市,城市/地区,0
多多886,9198530700,236,5,1,,,0
yhchuan,6562274586,34,0,2,,,0
不东少,4513632136,45,12,28,不限,未知,0
立心-知行合一,3227412421,153,6,67,,,0
隔壁老公,7193300204,382,389,2398,山西,晋中,0
华开天下,2923271895,59,2,9,不限,未知,0
Storiess,7007054150,9,0,1,,,0
梦阑珊意难平,5887365925,47,4,1,不限,未知,0
小韭菜也有大梦想,3831571280,16,0,0,,,0
qszl,2258692307,50,0,0,,,0
kakeixie,8446309701,161,382,219,广东,不限,2
前后左右,8837854245,345,247,121,吉林,吉林,0
云散月明谁点缀,8198516194,561,322,3789,不限,未知,1
雪中青鸟,5838384440,38,1,2,,,0
炒股持家养娃,8080327568,33,3,0,,,0
we悲子哥,1099804368,49,22,30,,,0
清流财记,9048045332,259,2006,1121,北京,怀柔区,1
用户666888,7610451732,22,0,0,不限,未知,0
上证指数夜魔,4583448716,349,11,53,不限,未知,0
阿松来了,4747692160,10,0,1,,,0
北北小,9277981234,271,4,2,,,0
八叛徒,1143869814,1538,30,33,浙江,杭州,0
祖悲秋,6139680468,80,1,11,,,1
taihaochi,8681690482,126,4,28,,,0
天下无雙,1896967684,19,0,0,,,0
Elvis_Xu,9359201942,112,2,16,,,0
无天12123,6779614462,641,8,52,,,0
farmerjgy,9224287126,15,2,2,,,0
小毳,3836309685,161,2,0,,,0
价值投机王者,6928742272,949,5119,488,广东,深圳,1
duliang1984,1116012142,345,8,5,,,0
vftrue,4946736649,522,4,4,,,0
Georgewan5af,3832801801,8,0,7,,,1
嬌生慣養,1382746521,663,3597,2,浙江,杭州,1
斯诺鲍尔,7583465913,14,0,0,不限,未知,0
大广安,6192494957,9,1,8,不限,未知,0
彩泥小黄人,4096222908,147,4,142,不限,未知,0
成瑶a,8163055140,230,1226,182,广东,广州,1
一只小韭菜175,3864646566,48,4,18,不限,未知,1
微宇宙的上帝,6587728265,8,0,0,,,0
解酒护肝,6238506839,42,2,31,,,0
翟安,1546243862,105,40,228,北京,不限,0
生活的美好是用心,3249317887,1084,163,1019,江苏,不限,1
周期趋势估值,9001077970,45,45,9,不限,不限,0
三好先生哩,6132258358,227,0,0,不限,未知,0
言午齐,5780650719,559,13,122,不限,未知,0
持有三只,9159062321,361,8,128,不限,未知,0
flowersxfj,8601961295,182,3,14,,,0
Vivian5dw,3951430851,541,29,49,,,0
lele201318,7008877634,193,13,476,广东,珠海,1
第六闲人,7436514607,36,0,30,,,0
不耐烦熊猫,5381864096,464,110,15,,,0
四分图的投资笔记,5181120903,250,27,141,北京,,1
自由的风筝2020,1674551999,140,3,19,省/直辖市,城市/地区,0
Leiudu,4998263321,20,0,0,,,0
常志jnh,9238823483,485,1,3,,,0
goerk,2657217607,285,3,0,上海,不限,0
爱打牌的小散,5700040633,25,0,0,,,0
12345dtt,1689548119,33,7,10,,,0
郝好nee,4731465399,14,4,20,,,0
-吉祥平安-,1111187282,38,1,1,山东,烟台,0
青鸟夏天,8737520465,577,13,70,,,0
小文迪,8263237270,75,3,9,,,0
彩云追月要阳光,2676176097,330,359,15,,,1
汝玉于成,4314764026,352,194,203,广东,广州,1
吴加布,1339085646,257,1790,1350,浙江,宁波,0
刘小78k,1998709862,16,0,0,,,0
bike771,7267027045,167,1,1,湖南,长沙,0
sebastian520,1683766697,25,8,37,,,0
入学通知书,5006337945,71,0,3,,未知,0
mx7798,3160205608,904,113,144,不限,未知,1
紫绿的蒲公英,5484293362,2167,263,6184,省/直辖市,城市/地区,0
修心_养性,7368915691,165,0,2,省/直辖市,城市/地区,0
旷野2022,5413894628,764,21,8,不限,未知,1
价值觉醒2021,8907300325,1066,132,1093,北京,不限,0
才哥tkb,1178869138,855,30,3090,,,0
疯魔魔魔魔魔,5520158984,23,2,1,浙江,杭州,0
,3844407413,38,0,0,,,0
敏2020,4901139035,37,2,2,,,0
哲宸,5310442549,49,3,41,,,0
Carrie-zz,2062650343,83,2,1,,,0
早睡早起打扑克,7643164740,29,24,4,江苏,不限,1
驿站2016,3086209085,60,33,66,浙江,杭州,0
远方q5r,4873812944,25,1,0,,,0
麻辣牛板筋,3536095929,8,0,0,不限,不限,0
Mr邹uql,3203719545,26,0,11,,,0
Moralone,4096902842,14,0,2,,,0
富有营养的土豆泥,8908605359,2264,309,6236,山东,青岛,1
周秦汉Heiyo,7753562735,179,49,121,,,1
震766,1587069435,11,0,0,,,0
大道至简0308,9718320483,272,3,6,河北,石家庄,0
以慢为快A-强哥,4411218565,124,51,41,不限,未知,0
王刚prz,8593412145,70,5,1,,,0
梅花香舍得,2914432037,21,1,6,,,0
xjdxq,1897184753,35,0,0,,,0
冬天不错,3697344244,158,603,1026,省/直辖市,城市/地区,1
阿星321,4043887605,114,2,77,,,0
-墨-AVA,4032224328,11,0,1,四川,成都,0
轩成长,8736289473,108,23,98,湖南,长沙,0
你等等我啊,5684541612,30,1,6,新疆,阿克苏,1
淇米998,2493995644,68,1,0,不限,未知,0
歪帽,9317732493,23,8,118,省/直辖市,城市/地区,0
学老巴慢慢变富,1588969146,557,17,13,不限,未知,1
,8435405099,15,0,0,,,0
山里人9ub,6925796170,14,0,0,,,0
赤橙8sm,6230563383,96,1,0,,,0
Jamean,6108653186,231,3,1,,,0
乾元2022,2931105997,41,3,0,不限,未知,0
行水流散,9134735936,9,0,0,,,0
凝渊慎独,1250632123,6,0,1,,,0
ODRADEK,9632532079,1089,13,474,不限,未知,0
优质先生,8489623204,73,1,1,,,0
糍粑成长,3486704414,84,367,626,不限,未知,0
枫景Xing,3120106655,403,30,68,上海,不限,0
vvvanessa2021,1573797694,4,0,2,,,0
昵称怎么总是被占用,6750144665,121,12,24,不限,未知,0
Yorkumn,6249500931,36,0,0,,,0
小魏5355,8342709330,810,10,83,河北,石家庄,0
住五楼的小散,6149021213,952,80,6152,不限,未知,1
别犹豫别后悔,9243653052,2094,17739,704,浙江,杭州,2
文化街48号,1515493813,195,10,69,浙江,杭州,0
LMCG,1366755142,17,0,0,,,0
价值投资方,6580726656,27,24,64,不限,不限,0
伯林ex5,6272394161,29,0,2,,,0
哈哈镜传奇,2056800858,12,5,24,,,0
火火的夏天,1355528943,20,0,0,,,0
邓集灼,1441603641,8,0,0,,,0
GangVV,2763427857,12,1,0,,,0
木m木三,3575939086,25,1,0,,,0
阿白hup,1827470583,17,0,0,,,0
Kim_低吸富三代,7095784121,243,2,145,广东,深圳,0
周丽8xe,3539207065,3,0,0,,,0
于云飞vd9,1715463148,35,1,0,,,0
宇彤99,3228593861,51,0,27,,,0
qht97,7739097320,53,2,1,,,0
,7085685738,37,0,0,,,0
九天之动,4467557135,806,23,330,江苏,苏州,1
张翼疾飞,2428935084,485,559,991,,,1
陕西李新侠,8915869446,7,21,4,,,0
我来上网冲浪啦,7059481248,58,0,11,,,0
赛博朋克2088,2203364941,79,1,11,湖南,不限,0
本心易丢难守,7460750695,92,6,61,不限,未知,0
AccLiu,9779044862,27,1,0,,,0
淡定底仓闲钱波动,2094343778,1895,254,6919,其他,不限,0
坐看云起vrd,6373689579,6,1,0,,,0
周周的笔记,1898544672,15,0,0,不限,未知,0
观海潮生,6099563322,152,0,3,,,0
意情,7200873372,106,5,29,不限,未知,0
忆帝京,3837713248,5,0,0,,,0
牌桌悟道6688,1503004672,35,2,6,广东,广州,1
我好想当一把镰刀啊,4385529412,31,1,0,不限,未知,0
杨露fon,6088867853,32,1,0,,,0
路灯下的午夜,9795613416,40,6,32,,,0
西门吹热雪,2539739177,69,1,1,,,0
奥莉弗,8416608687,64,1,17,,,0
勇者无敌01,7171454555,438,14,26,江苏,无锡,0
寿在仁中,9745765148,324,5,26,不限,未知,0
炒股买马爹利,3677579024,5,1,1,不限,未知,0
保鲜膜下的韭黄,1301648729,61,0,10,,,0
明月照大江607,3092079348,25,38,33,不限,未知,0
在北京的小飞,1609771526,503,51,117,不限,未知,1
DANIELLELIU,1629939228,58,0,0,,,0
墨者知行,2975793372,498,2,7,不限,不限,0
妞儿168,3862258453,953,7,2,,,0
vivi_dream,6684818757,7,0,0,,,0
翔鹰uel,7113129754,149,5,1,,,0
雪球啊啊啊,7145779654,4,1,3,,,0
开心果sun,5891747239,88,0,0,,,0
空镜子2,1406989577,535,26,110,北京,海淀区,1
我是放羊娃,4051027707,31,2,1,,,0
wqosao,4418142703,29,0,0,,,0
攸攸同心,1780321605,12,31,50,不限,未知,0
haoduoduo13,5472007408,5,0,0,,,0
如风2100,2348935752,117,79,874,广西,玉林,1
shooter0376,8613471225,241,0,13,,,0
破解百年之大变局,5538839949,96,20,14,,,0
心态要放平,9594230806,23,0,0,不限,未知,0
大明有料,8243087603,100,77,19,广东,广州,1
lynnz2v,1283087565,20,0,0,,,0
evernb3,4600607508,66,3,19,,,0
Terry自由之路,7817143383,60,64,177,北京,海淀区,1
快与慢的思考,4080040110,184,1,5,,,0
骁妞1608,1986652966,2408,337,14574,,,1
欢乐马zwrmfw,3010255790,113,1,7,不限,未知,0
每天向上,7483005652,1181,10,51,省/直辖市,不限,0
Yorktang,5440115956,9,11,10,,,0
怡姐a,2907148693,2,0,0,,,0
股市存钱罐儿,2727055013,18,2,29,北京,东城区,0
输小小当赢,6744754109,143,16,74,广东,清远,1
风之沙jgx,4845604213,1,0,0,,,0
rryy一一,2075352476,110,2,7,不限,未知,0
不爱吃猪肉爱吃韭菜,9792823044,65,1,9,北京,不限,0
一菩提子,7666485061,360,19,34,不限,未知,0
dawn_one,9878696425,5,0,0,,,0
王鹏lhu,5007401731,51,1,3,,,0
一笑智能,1720299776,4,1,0,不限,未知,0
专业韭菜求生记,3950182090,20,1,0,,,0
,3844184999,4,0,0,,,0
等时机只复盘,6099509015,7,0,7,,,0
陶昌成,5400711570,6,2,0,,,0
逍遥2oz,9838571526,1,0,0,,,0
wmp123,5050649013,118,6,906,上海,徐汇区,0
姜德成,1173628574,28,1,1,,,0
夹头欢乐多,3524683851,1073,4,46,不限,不限,0
暗暗笑,2281606833,2,0,0,不限,未知,0
靖园,4485124077,850,10,774,,,0
爱佳佳的石头,4743075093,7,0,1,,,0
遵纪守法循规蹈矩,1572750239,1712,357,17085,不限,未知,1
Lgh19720806,1892720595,61,1,0,,,0
你冯大爷的实盘,7240517055,29,35,238,浙江,杭州,1
kkkgggxxx,8458685569,2,0,0,,,0
安全着陆月球,3608175723,23,3,3,,,0
价投投机者,9738313228,119,2,15,浙江,不限,0
A请叫我雷锋,9038639065,741,9,8,不限,未知,0
价值投机者Y3,2019200053,57,2,1,不限,未知,0
种花小书童,7812628827,441,419,61,上海,不限,0
往后ewu,1094784667,14,0,0,,,0
wangping2xg,4438937232,112,0,3,,,0
初湛,3448624308,2,0,0,,,0
wyply115,1787390903,26,0,7,,,1
金刚小温梦,5754184610,23,0,0,,,0
还得是赚钱,3139204888,6,0,0,,,0
马春梅,4458607219,34,0,0,,,0
重庆小吴,8455159303,175,19,41,不限,不限,0
人生当歌,8168094947,226,102,841,江苏,苏州,0
A股市新手小白,4464960729,16,0,0,,,0
一罐冰可乐captain,2188521416,71,4,11,不限,未知,0
学以致用08,6064657261,104,1,21,北京,海淀区,1
weikep,6684394804,27,0,16,,,0
爱旅行的灿宝儿,5623671565,26,2,0,,,0
二棍j3q,8894607112,44,1,1,,,0
才发觉你,2484066262,59,0,0,,,0
昵称很牛,1215169014,993,13,854,不限,未知,0
云水青,6534024056,1808,87,474,浙江,不限,0
andyandcyb,2862933790,184,2,0,,,0
愿为梦中人,1649218969,5,0,3,,,0
般若文,7337513363,16,0,1,,,0
詹姆斯炒股,1815988937,2,6,1,,,0
小兵突围,1122569705,1604,66787,3778,其他,不限,1
老豆豆助,3197835034,419,3,11,,,0
北京知府大人,1221657454,55,2,22,北京,大兴区,0
朱莉晴,7071361808,16,0,0,,,0
海海9669,7775831234,9,1,6,不限,未知,0
多黛,7570327668,15,0,0,省/直辖市,城市/地区,0
冰山一角18,6417859386,179,0,253,,,0
举动弄得,1300778491,10,0,0,不限,未知,0
年底翻倍倍,7896615738,1,0,0,,,0
青铜皇帝,8888489629,61,1,3,,,0
老马zp6,1463346301,139,43,12,,,0
CP333333,7811397317,20,1,0,,,0
北欧大咖,6715097876,24,4,44,,,1
内地小铁匠,1651993215,27,0,0,,,0
大新小神,3110655759,6,0,0,省/直辖市,城市/地区,0
股海求生二十年,4248868095,446,30,306,广东,深圳,0
哥罗芳,4241066217,75,0,0,,,0
厚德載物pv3,5608884492,175,4,99,,,0
芜了,8413565206,8,0,0,,,0
请叫我小割割,1069871995,95,3,18,广东,东莞,0
Abbyf6e,2328818454,2,0,0,,,0
minglemangle,3880182569,75,3,0,,,0
套利自由之路,1757296310,341,86,459,湖南,湘西土家族苗族自治州,1
等我有了钱v8n,5475870343,206,3,0,,,0
East_游击队长,1566487760,200,18,44,山西,晋城,0
田野天天涨停,5357283776,365,1,0,,,0
一只小萨吖,1907870934,6,1,0,,,0
是陈某输了,8315355744,143,1,9,江西,上饶,0
择善而为的小伙,7247689220,395,196,373,不限,不限,1
玩家小牛,8437919236,25,3,11,,,0
香弟弟,6059075513,5,0,1,,,0
梭哈股份,1534428846,11,5,61,,,0
春天的熊熊,7328191430,13,0,1,,,0
求而不得为苦,2514432665,423,7,7,省/直辖市,城市/地区,1
The_One1,5609196840,220,116,22,,,0
乐乐乐呀呀呀,6092367986,14,0,0,,,0
年年有赢,9352377221,12,0,0,,,0
悠扬0615,2510530776,13,0,0,,,0
柏基投资,7650227703,70,259,41,江西,南昌,1
爱学馆,4581928147,74,35,171,江西,不限,0
谁懂我浪迹天涯,7909337968,173,0,5,山西,临汾,0
蓝天刺666,1816561841,459,12,296,,,0
第三远山,8045310846,110,0,2,天津,河东区,0
老胡9569,9158930434,290,14,118,北京,昌平区,0
风帆骆驼天能蓄,8378729350,12,0,1,,,0
T888,1624486404,23,1,1,,,0
记得那一秒,1908457969,226,128,23,不限,未知,0
v我500,6572273975,2,0,0,,,0
吹小吹,4671260028,181,2,0,,,0
Lockie0809,1244372195,12,3,2,,,0
我只有一朵玫瑰,4577662466,170,80,1,北京,朝阳区,0
CZArrow,6083795062,87,0,0,省/直辖市,城市/地区,0
老代码,7261657566,22,0,0,不限,未知,0
三峰结华,4849577293,20,1,4,省/直辖市,城市/地区,0
,1501883237,4,0,0,,,0
叶一同学,9944932042,31,5,35,北京,不限,0
introyrc,7539823483,11,1,2,,,0
文经李,5206338580,68,1,10,,,0
慎重考虑,1637917963,214,50,1860,不限,不限,0
角瓜鸡蛋虾仁,3848987292,21,1,2,,,0
迪卡龙哥,8818396566,2,0,0,不限,未知,0
云淡风轻nt5,7581882320,20,0,1,,,0
Xiaofei0001,6977312346,19,0,0,不限,未知,0
莫贫,4098756348,299,10980,1446,江西,南昌,1
Marx会炒股,6628773361,2,0,0,,,0
吴望初,4743906495,45,4,0,,,0
刘宇飞bhf,2938929064,49,0,0,,,0
牛333,8442967395,129,0,2,,,0
Hanvan,1030284559,115,0,11,,,0
MrDanny,9420138225,12,2,16,,,0
百万遍,1866005330,526,8,6,,,0
屯股收息,3741435849,145,2873,863,不限,未知,1
家有傻猫多多,4886167708,20,0,0,,,0
毛爷爷的搬运工,5078967561,31,1,6,浙江,杭州,0
小单h6o,6365521201,6,0,0,,,0
风生水起F,2865564916,47,3,173,省/直辖市,城市/地区,0
景城0512,1730111883,164,6,12,不限,未知,0
Akilice,1597292830,80,0,3,广东,广州,0
xxy好运来,6200502743,13,0,0,,,0
燃rzx,9216855317,3,0,1,,,0
夏夜晚风x,6895441281,63,1,6,,,0
周少7zS,3862083535,144,3,65,不限,未知,1
烤鸡我爱吃,4192276309,10,0,1,不限,未知,0
国之格瓦拉,8668002813,148,20,152,,,0
林龙2020,9165909437,65,26,773,广东,深圳,1
大亮复盘,8595709549,22,17,18,不限,未知,0
tummysleeper,1807143448,11,0,0,,,0
回声0ck,3062521714,27,6,3,,,0
winder66,1353740475,49,0,8,上海,浦东新区,0
maggievev,1918273057,37,1,0,,,0
A股老旋风,8832441044,68,0,1,省/直辖市,城市/地区,0
老陈不老,7337623411,103,174,205,浙江,杭州,0
小新价投,1750208653,98,1876,1443,广东,深圳,1
冬夜klg,7062703951,5,0,3,省/直辖市,城市/地区,0
,7795228695,4,0,0,,,0
机械手表,8256507422,16,1,0,,,0
牛牛牛犇犇犇犇,8661000222,24,0,0,,,0
安未挽,1481448423,10,0,0,湖北,武汉,0
瑰意琦行DQ,1702890145,255,5,12,,,0
沧浪龙哥399,8883896081,5,0,8,,,0
卢弗摩尔,4837441465,8,1,0,,,0
鱼儿和水qfv,1713970512,30,0,0,,,0
gongzhf,9986102414,2,0,0,,,0
burningoh5,5760993421,22,1,0,,,0
益荣资产,7211544918,1196,5257,5988,四川,不限,1
选择造就人生,6638757583,427,12,8,不限,未知,0
舞者世界,7444130014,61,1,0,,,0
若如初见a28,7411412374,3,13,36,,,0
牛股挖掘姐,4384143222,201,159,63,不限,未知,0
营嘉,9407412021,287,3,31,内蒙古,呼和浩特,0
LEONMO,1250130018,40,0,4,,,0
小小淘气堡,6264233766,4,0,1,,,0
六六ada,7121945924,31,2,17,,,0
莫尔超,1735570341,130,3,32,,,0
伟dyu,9753673937,22,0,0,,,0
哲爷狠狠暴富,6214054845,8,0,0,,,0
君歌聊靓,1474046256,677,6,7,,,0
倚仗天外,3148493125,126,5,24,不限,未知,1
小青蛙啦,3471483454,15,1,0,,,0
华853,3156669404,3,0,0,,,0
留清梦,2954119973,29,57,46,山东,济南,0
起了点,7718670988,92,3,1,,,0
临空望远,3641707106,94,1,4,不限,未知,0
明787,9755025478,35,36,213,,,0
绍兴李荣浩,5265235614,28,2,5,不限,未知,0
翦相岐妈妈-翦超英,2130938715,73,2,4,,,0
大洪0012,8951338280,17,1,2,,,0
像做生意一样炒股,9347504249,17,20,260,不限,未知,0
北京四个石头,8942713664,378,560,609,北京,不限,0
咿呀咿呀呦丶,1184985988,20,1,0,,,0
董子123,1611821363,28,2,19,,,0
沈飞庵居士,5378808901,205,30,168,不限,未知,1
一点两面,1687053205,49,0,1,不限,未知,0
一只推雪球的顽皮豹,9315420196,18,1,1,,,0
TheFailingSongs,3141507703,52,0,1,,,0
bb_fly,8236400234,178,20,524,,,1
北鲲,1373460888,257,99,205,,未知,1
zhoudengxu,2476103894,13,1,0,不限,未知,0
米wangqin,2108810202,28,77,75,浙江,杭州,0
远方亲戚,1698703304,1257,21,29,,,0
liuzixian,4131537036,311,14,43,安徽,合肥,0
小小刁,3958387267,46,8,21,广东,深圳,0
魔都游资V,3834850712,218,9,0,上海,不限,0
丅y516,4284048538,373,5,1,,,0
雨天收伞,2130916375,91,5,4,不限,不限,0
胡展东,8269499827,27,1,2,江苏,苏州,0
steven的西瓜,5210202366,29,132,163,北京,,0
Adorlar低风险投资,7722152008,89,48,104,广东,不限,0
笑对人生无常,8706250288,4,0,1,,,0
琴麻岛的宠儿李艺,4926549300,475,14,70,山东,烟台,0
_路口_,1608793851,152,24,113,海外,美国,0
割肉是不可能割肉,3215683796,22,8,53,浙江,杭州,1
快乐岛,7634775064,73,20,147,,,0
郭嘉智谋无双,3150990943,22,0,1,,,0
厦门小辉,7096150440,30,7,16,不限,未知,0
陈振波m3r,8861707915,208,2,2,,,0
白马黑马s非马,1288311578,464,30,254,陕西,西安,0
股海自有颜如玉,6748462231,69,0,21,不限,未知,0
foreverj04,1189615028,62,1,1,北京,不限,0
hy169,1501609569,259,7,2,,,0
那些年养了猪,1964805972,64,46,35,山东,济南,0
非洲人土豆,6931861013,328,9,22,,,1
日月明5u3,1709812661,35,1,0,,,0
祝建宏,8799026646,136,6,19,,,0
持有耐心,8186592225,42,3,22,不限,未知,0
知行463,1695817304,627,11,1,,,0
郭会勇,5887031944,59,2,0,,,0
Yuhc6uo,2493317873,132,6,10,,,0
lostmore,1476801760,1110,196,455,省/直辖市,城市/地区,0
左膀和右臂,1139350369,38,4,1,,,0
泰山竹林,6244770621,167,6,0,,,0
一掷赌乾坤,4835833116,204,163,1102,福建,不限,0
阿土拉,2053536293,24,0,6,,,0
康斯坦钉,2977224770,289,46,12,不限,未知,1
吴彦祖父,7037270370,88,3,3,,,0
知心akb,7002278428,44,2,8,,,0
叫我十七,9090490455,25,3104,258,福建,宁德,1
周15694,6491210155,123,1,0,,,0
午餐先生,3797203748,52,2,0,,,0
xtgdx1314,8449074129,68,2,0,,,0
泰然888,7031214604,845,23,54,,,0
Awfx,1290584417,30,4,4,,,0
flowbywind90,7843473843,148,42,386,,,0
一路行者007,7956151837,104,8,2,省/直辖市,城市/地区,0
阿Kmtf,5296964536,4094,297,18,,,0
snail的平常心,8218619141,104,14,30,四川,成都,1
ST榜中榜,6037320216,75,229,185,浙江,杭州,0
委屈的小散,8889102212,83,5,5,,,0
君悦宁乐,2512026685,262,2,5,,,0
洋芋CN,8487355466,254,26,37,不限,不限,0
进城的一头牛,2202990957,236,370,482,浙江,杭州,0
一打七桑,8647297810,104,1,6,其他,其他,0
