2020-03-25,Unknown,Minnesota,,1,0
2020-03-25,Kansas City,Missouri,,51,0
2020-03-25,Unknown,Missouri,,4,0
2020-03-25,Unknown,Nevada,,89,4
2020-03-25,Unknown,New Jersey,,933,0
2020-03-25,New York City,New York,,20061,330
2020-03-25,Unknown,Puerto Rico,,51,2
2020-03-25,Unknown,Rhode Island,,66,0
2020-03-25,Unknown,Tennessee,,78,1
2020-03-25,Unknown,Utah,,10,0
2020-03-25,Unknown,Vermont,,0,1
2020-03-25,Unknown,Virgin Islands,,17,0
2020-03-25,Unknown,Virginia,,0,1
2020-03-26,Unknown,Arizona,,0,2
2020-03-26,Unknown,Arkansas,,2,0
2020-03-26,Unknown,Colorado,,102,0
2020-03-26,Unknown,Georgia,,172,23
2020-03-26,Unknown,Guam,,49,1
2020-03-26,Unknown,Hawaii,,5,0
2020-03-26,Unknown,Idaho,,1,0
2020-03-26,Unknown,Kentucky,,38,0
2020-03-26,Unknown,Louisiana,,12,1
2020-03-26,Unknown,Maine,,1,0
2020-03-26,Unknown,Massachusetts,,267,0
2020-03-26,Unknown,Michigan,,13,0
2020-03-26,Unknown,Minnesota,,1,1
2020-03-26,Kansas City,Missouri,,64,0
2020-03-26,Unknown,Nevada,,107,0
2020-03-26,Unknown,New Jersey,,1478,0
2020-03-26,New York City,New York,,23182,435
2020-03-26,Unknown,Puerto Rico,,64,2
2020-03-26,Unknown,Rhode Island,,94,0
2020-03-26,Unknown,Tennessee,,110,1
2020-03-26,Unknown,Utah,,5,0
2020-03-26,Unknown,Vermont,,8,2
2020-03-26,Unknown,Virgin Islands,,17,0
2020-03-26,Unknown,Virginia,,35,5
2020-03-26,Unknown,Washington,,65,0
2020-03-27,Unknown,Arizona,,0,4
2020-03-27,Unknown,Arkansas,,5,0
2020-03-27,Unknown,Colorado,,136,1
2020-03-27,Unknown,Georgia,,204,5
2020-03-27,Unknown,Guam,,53,1
2020-03-27,Unknown,Hawaii,,5,0
2020-03-27,Unknown,Kentucky,,41,0
2020-03-27,Unknown,Louisiana,,16,1
2020-03-27,Unknown,Maine,,3,0
2020-03-27,Unknown,Massachusetts,,304,0
2020-03-27,Unknown,Michigan,,28,0
2020-03-27,Unknown,Minnesota,,1,1
2020-03-27,Unknown,Mississippi,,3,0
2020-03-27,Kansas City,Missouri,,78,0
2020-03-27,Unknown,Missouri,,2,0
2020-03-27,Unknown,Nevada,,91,0
2020-03-27,Unknown,New Jersey,,1984,0
2020-03-27,New York City,New York,,25509,560
2020-03-27,Unknown,Puerto Rico,,79,3
2020-03-27,Unknown,Rhode Island,,132,0
2020-03-27,Unknown,Tennessee,,171,4
2020-03-27,Unknown,Utah,,17,1
2020-03-27,Unknown,Vermont,,6,3
2020-03-27,Unknown,Virgin Islands,,19,0
2020-03-27,Unknown,Washington,,43,0
2020-03-28,Unknown,Arizona,,0,3
2020-03-28,Unknown,Arkansas,,7,0
2020-03-28,Unknown,Colorado,,165,1
2020-03-28,Unknown,Georgia,,228,2
2020-03-28,Unknown,Guam,,57,1
2020-03-28,Unknown,Hawaii,,6,0
2020-03-28,Unknown,Illinois,,3,0
2020-03-28,Unknown,Kentucky,,56,0
2020-03-28,Unknown,Louisiana,,9,1
2020-03-28,Unknown,Maine,,3,0
2020-03-28,Unknown,Massachusetts,,358,0
2020-03-28,Unknown,Michigan,,45,0
2020-03-28,Unknown,Mississippi,,6,0
2020-03-28,Kansas City,Missouri,,94,0
2020-03-28,Unknown,Missouri,,3,0
2020-03-28,Unknown,Nevada,,101,0
2020-03-28,Unknown,New Jersey,,2478,0
2020-03-28,New York City,New York,,30919,825
2020-03-28,Unknown,Northern Mariana Islands,,2,0
2020-03-28,Unknown,Puerto Rico,,100,3
2020-03-28,Unknown,Rhode Island,,168,2
2020-03-28,Unknown,Tennessee,,161,4
2020-03-28,Unknown,Utah,,17,1
2020-03-28,Unknown,Vermont,,7,5
2020-03-28,Unknown,Virgin Islands,,19,0
2020-03-28,Unknown,Washington,,158,0
2020-03-29,Unknown,Arizona,,0,5
2020-03-29,Unknown,Arkansas,,5,0
2020-03-29,Unknown,Colorado,,186,1
2020-03-29,Unknown,Georgia,,224,2
2020-03-29,Unknown,Guam,,58,1
2020-03-29,Unknown,Hawaii,,12,0
2020-03-29,Unknown,Kentucky,,57,0
2020-03-29,Unknown,Louisiana,,8,1
2020-03-29,Unknown,Maine,,5,1
2020-03-29,Unknown,Massachusetts,,462,0
2020-03-29,Unknown,Michigan,,90,0
2020-03-29,Kansas City,Missouri,,102,0
2020-03-29,Unknown,Missouri,,6,0
2020-03-29,Unknown,Nevada,,269,0
2020-03-29,Unknown,New Jersey,,3020,21
2020-03-29,New York City,New York,,33983,991
2020-03-29,Unknown,New York,,0,68
2020-03-29,Unknown,Northern Mariana Islands,,2,0
2020-03-29,Unknown,Puerto Rico,,127,5
2020-03-29,Unknown,Rhode Island,,69,3
2020-03-29,Unknown,Tennessee,,190,4
2020-03-29,Unknown,Utah,,1,1
2020-03-29,Unknown,Vermont,,7,5
2020-03-29,Unknown,Virgin Islands,,23,0
2020-03-29,Unknown,Washington,,262,0
2020-03-30,Unknown,Arizona,,0,6
2020-03-30,Unknown,Arkansas,,2,0
2020-03-30,Unknown,Colorado,,132,1
2020-03-30,Unknown,Connecticut,,176,0
2020-03-30,Unknown,Georgia,,114,0
2020-03-30,Unknown,Guam,,60,1
2020-03-30,Unknown,Hawaii,,13,0
2020-03-30,Unknown,Illinois,,3,0
2020-03-30,Unknown,Kentucky,,55,0
2020-03-30,Unknown,Louisiana,,14,0
2020-03-30,Unknown,Maine,,5,0
2020-03-30,Unknown,Massachusetts,,491,0
2020-03-30,Unknown,Michigan,,77,0
2020-03-30,Kansas City,Missouri,,100,0
2020-03-30,Unknown,Missouri,,11,0
2020-03-30,Unknown,Nebraska,,2,0
2020-03-30,Unknown,Nevada,,150,0
2020-03-30,Unknown,New Jersey,,3840,0
2020-03-30,New York City,New York,,38375,1202
2020-03-30,Unknown,New York,,0,162
2020-03-30,Unknown,Northern Mariana Islands,,2,0
2020-03-30,Unknown,Puerto Rico,,174,6
2020-03-30,Unknown,Rhode Island,,99,4
2020-03-30,Unknown,Tennessee,,101,9
2020-03-30,Unknown,Utah,,8,3
2020-03-30,Unknown,Vermont,,2,5
2020-03-30,Unknown,Virgin Islands,,30,0
2020-03-30,Unknown,Washington,,243,0
2020-03-31,Unknown,Arizona,,0,7
2020-03-31,Unknown,Arkansas,,5,1
2020-03-31,Unknown,Colorado,,129,1
2020-03-31,Unknown,Connecticut,,77,2
2020-03-31,Unknown,Georgia,,182,2
2020-03-31,Unknown,Guam,,139,2
2020-03-31,Unknown,Hawaii,,15,0
2020-03-31,Unknown,Illinois,,6,0
2020-03-31,Unknown,Louisiana,,22,4
2020-03-31,Unknown,Maine,,6,0
2020-03-31,Unknown,Massachusetts,,335,0
2020-03-31,Unknown,Michigan,,93,0
2020-03-31,Unknown,Minnesota,,0,2
2020-03-31,Kansas City,Missouri,,119,0
2020-03-31,Unknown,Missouri,,1,0
2020-03-31,Unknown,Montana,,0,1
2020-03-31,Unknown,Nevada,,103,0
2020-03-31,Unknown,New Jersey,,3683,0
2020-03-31,New York City,New York,,43518,1475
2020-03-31,Unknown,New York,,0,268
2020-03-31,Unknown,Northern Mariana Islands,,2,0
2020-03-31,Unknown,Pennsylvania,,0,1
2020-03-31,Unknown,Puerto Rico,,239,8
2020-03-31,Unknown,Rhode Island,,72,8
2020-03-31,Unknown,Tennessee,,259,8
2020-03-31,Unknown,Utah,,19,3
2020-03-31,Unknown,Vermont,,11,6
2020-03-31,Unknown,Virgin Islands,,30,0
2020-03-31,Unknown,Washington,,231,0
2020-04-01,Unknown,Arizona,,0,8
2020-04-01,Unknown,Arkansas,,6,1
2020-04-01,Unknown,California,,0,1
2020-04-01,Unknown,Colorado,,135,1
2020-04-01,Unknown,Connecticut,,185,2
2020-04-01,Unknown,Georgia,,492,2
2020-04-01,Unknown,Guam,,147,3
2020-04-01,Unknown,Hawaii,,20,0
2020-04-01,Unknown,Illinois,,16,0
2020-04-01,Unknown,Indiana,,1,0
2020-04-01,Unknown,Iowa,,1,0
2020-04-01,Unknown,Louisiana,,28,0
2020-04-01,Unknown,Maine,,7,0
2020-04-01,Unknown,Maryland,,34,9
2020-04-01,Unknown,Massachusetts,,256,0
2020-04-01,Unknown,Michigan,,161,2
2020-04-01,Unknown,Minnesota,,0,7
2020-04-01,Kansas City,Missouri,,128,0
2020-04-01,Unknown,Missouri,,153,0
2020-04-01,Unknown,Montana,,0,1
2020-04-01,Unknown,Nebraska,,26,0
2020-04-01,Unknown,Nevada,,131,0
2020-04-01,Unknown,New Jersey,,4512,0
2020-04-01,New York City,New York,,47914,1848
2020-04-01,Unknown,New York,,0,289
2020-04-01,Unknown,Northern Mariana Islands,,6,1
2020-04-01,Unknown,Oklahoma,,0,1
2020-04-01,Unknown,Puerto Rico,,286,11
2020-04-01,Unknown,Rhode Island,,37,7
2020-04-01,Unknown,Tennessee,,442,0
2020-04-01,Unknown,Utah,,37,4
2020-04-01,Unknown,Vermont,,14,9
2020-04-01,Unknown,Virgin Islands,,30,0
2020-04-01,Unknown,Virginia,,27,0
2020-04-01,Unknown,West Virginia,,0,1
2020-04-02,Unknown,Alaska,,1,0
2020-04-02,Unknown,Arizona,,0,3
2020-04-02,Unknown,Arkansas,,10,1
2020-04-02,Unknown,California,,0,2
2020-04-02,Unknown,Colorado,,142,0
2020-04-02,Unknown,Connecticut,,174,1
2020-04-02,Unknown,Florida,,9,0
2020-04-02,Unknown,Georgia,,665,4
2020-04-02,Unknown,Guam,,152,3
2020-04-02,Unknown,Hawaii,,20,0
2020-04-02,Unknown,Illinois,,28,0
2020-04-02,Unknown,Indiana,,1,0
2020-04-02,Unknown,Louisiana,,40,1
2020-04-02,Unknown,Maine,,8,0
2020-04-02,Unknown,Maryland,,0,7
2020-04-02,Unknown,Massachusetts,,270,0
2020-04-02,Unknown,Michigan,,182,0
2020-04-02,Unknown,Minnesota,,0,7
2020-04-02,Kansas City,Missouri,,139,1
2020-04-02,Unknown,Missouri,,2,0
2020-04-02,Unknown,Nebraska,,5,0
2020-04-02,Unknown,Nevada,,142,0
2020-04-02,Unknown,New Jersey,,4866,4
2020-04-02,New York City,New York,,52400,2152
2020-04-02,Unknown,New York,,0,415
2020-04-02,Unknown,Northern Mariana Islands,,8,1
2020-04-02,Unknown,Puerto Rico,,316,12
2020-04-02,Unknown,Rhode Island,,92,9
2020-04-02,Unknown,Tennessee,,101,0
2020-04-02,Unknown,Utah,,16,4
2020-04-02,Unknown,Vermont,,8,10
2020-04-02,Unknown,Virgin Islands,,37,0
2020-04-02,Unknown,Washington,,510,0
2020-04-03,Unknown,Arizona,,0,4
2020-04-03,Unknown,Arkansas,,13,1
2020-04-03,Unknown,California,,1,0
2020-04-03,Unknown,Colorado,,158,0
2020-04-03,Unknown,Connecticut,,218,1
2020-04-03,Unknown,Florida,,10,0
2020-04-03,Unknown,Georgia,,264,4
2020-04-03,Unknown,Guam,,154,4
2020-04-03,Unknown,Hawaii,,11,1
2020-04-03,Unknown,Illinois,,40,0
2020-04-03,Unknown,Indiana,,2,0
2020-04-03,Unknown,Kentucky,,15,0
2020-04-03,Unknown,Louisiana,,42,4
2020-04-03,Unknown,Maine,,11,0
2020-04-03,Unknown,Massachusetts,,213,0
2020-04-03,Unknown,Michigan,,215,1
2020-04-03,Unknown,Minnesota,,0,3
2020-04-03,Kansas City,Missouri,,153,1
2020-04-03,Unknown,Missouri,,3,0
2020-04-03,Unknown,New Jersey,,4805,4
2020-04-03,Unknown,New Mexico,,2,0
2020-04-03,New York City,New York,,57941,2648
2020-04-03,Unknown,New York,,0,608
2020-04-03,Unknown,Northern Mariana Islands,,8,1
2020-04-03,Unknown,Pennsylvania,,18,0
2020-04-03,Unknown,Puerto Rico,,378,15
2020-04-03,Unknown,Rhode Island,,146,7
2020-04-03,Unknown,Tennessee,,52,0
2020-04-03,Unknown,Utah,,0,3
2020-04-03,Unknown,Vermont,,6,10
2020-04-03,Unknown,Virgin Islands,,38,0
2020-04-03,Unknown,Virginia,,0,11
2020-04-03,Unknown,Washington,,476,0
2020-04-04,Unknown,Arizona,,0,2
2020-04-04,Unknown,Arkansas,,12,1
2020-04-04,Unknown,Colorado,,211,0
2020-04-04,Unknown,Connecticut,,241,1
2020-04-04,Unknown,Florida,,10,0
2020-04-04,Unknown,Georgia,,88,4
2020-04-04,Unknown,Guam,,223,4
2020-04-04,Unknown,Hawaii,,8,1
2020-04-04,Unknown,Illinois,,15,0
2020-04-04,Unknown,Indiana,,2,0
2020-04-04,Unknown,Kentucky,,77,3
2020-04-04,Unknown,Louisiana,,35,0
2020-04-04,Unknown,Maine,,12,0
2020-04-04,Unknown,Massachusetts,,274,0
2020-04-04,Unknown,Michigan,,333,0
2020-04-04,Unknown,Minnesota,,2,3
2020-04-04,Kansas City,Missouri,,172,1
2020-04-04,Unknown,Missouri,,9,0
2020-04-04,Unknown,Nevada,,52,0
2020-04-04,Unknown,New Hampshire,,4,0
2020-04-04,Unknown,New Jersey,,3935,11
2020-04-04,New York City,New York,,64274,3221
2020-04-04,Unknown,New York,,0,309
2020-04-04,Unknown,Northern Mariana Islands,,8,1
2020-04-04,Unknown,Puerto Rico,,452,18
2020-04-04,Unknown,Rhode Island,,122,10
2020-04-04,Unknown,Tennessee,,63,0
2020-04-04,Unknown,Utah,,0,4
2020-04-04,Unknown,Vermont,,12,13
2020-04-04,Unknown,Virgin Islands,,42,0
2020-04-04,Unknown,Virginia,,0,17
2020-04-04,Unknown,Washington,,710,0
2020-04-05,Unknown,Arizona,,0,9
2020-04-05,Unknown,Arkansas,,14,1
2020-04-05,Unknown,Colorado,,246,0
2020-04-05,Unknown,Connecticut,,222,1
2020-04-05,Unknown,Florida,,4,0
2020-04-05,Unknown,Georgia,,283,5
2020-04-05,Unknown,Guam,,265,4
2020-04-05,Unknown,Hawaii,,7,2
2020-04-05,Unknown,Illinois,,47,0
2020-04-05,Unknown,Indiana,,2,0
2020-04-05,Unknown,Kentucky,,0,7
2020-04-05,Unknown,Louisiana,,35,4
2020-04-05,Unknown,Maine,,11,0
2020-04-05,Unknown,Massachusetts,,215,0
2020-04-05,Unknown,Michigan,,306,0
2020-04-05,Unknown,Minnesota,,7,4
2020-04-05,Kansas City,Missouri,,175,1
2020-04-05,Unknown,Missouri,,2,0
2020-04-05,Unknown,Nevada,,52,0
2020-04-05,Unknown,New Hampshire,,6,0
2020-04-05,Unknown,New Jersey,,3821,11
2020-04-05,New York City,New York,,68726,3646
2020-04-05,Unknown,New York,,0,678
2020-04-05,Unknown,Northern Mariana Islands,,8,1
2020-04-05,Unknown,Puerto Rico,,475,20
2020-04-05,Unknown,Rhode Island,,172,18
2020-04-05,Unknown,Tennessee,,81,0
2020-04-05,Unknown,Utah,,14,4
2020-04-05,Unknown,Vermont,,13,15
2020-04-05,Unknown,Virgin Islands,,42,0
2020-04-05,Unknown,Virginia,,0,17
2020-04-05,Unknown,Washington,,615,0
2020-04-06,Unknown,Arizona,,0,10
2020-04-06,Unknown,Arkansas,,11,0
2020-04-06,Unknown,Colorado,,273,0
2020-04-06,Unknown,Connecticut,,264,0
2020-04-06,Unknown,Florida,,5,0
2020-04-06,Unknown,Georgia,,309,5
2020-04-06,Unknown,Guam,,266,4
2020-04-06,Unknown,Hawaii,,9,0
2020-04-06,Unknown,Illinois,,62,0
2020-04-06,Unknown,Kentucky,,0,7
2020-04-06,Unknown,Louisiana,,48,3
2020-04-06,Unknown,Maine,,11,0
2020-04-06,Unknown,Massachusetts,,246,2
2020-04-06,Unknown,Michigan,,367,1
2020-04-06,Unknown,Minnesota,,6,0
2020-04-06,Kansas City,Missouri,,212,1
2020-04-06,Unknown,Missouri,,3,0
2020-04-06,Unknown,Nevada,,32,12
2020-04-06,Unknown,New Hampshire,,1,0
2020-04-06,Unknown,New Jersey,,3521,14
2020-04-06,New York City,New York,,73553,4857
2020-04-06,Unknown,Northern Mariana Islands,,8,1
2020-04-06,Unknown,Puerto Rico,,513,21
2020-04-06,Unknown,Rhode Island,,332,20
2020-04-06,Unknown,South Dakota,,0,2
2020-04-06,Unknown,Tennessee,,69,2
2020-04-06,Unknown,Utah,,23,9
2020-04-06,Unknown,Vermont,,21,16
2020-04-06,Unknown,Virgin Islands,,0,1
2020-04-06,Unknown,Virginia,,0,18
2020-04-06,Unknown,Washington,,653,0
2020-04-07,Unknown,Arizona,,0,12
2020-04-07,Unknown,Arkansas,,11,0
2020-04-07,Unknown,California,,1,0
2020-04-07,Unknown,Colorado,,249,0
2020-04-07,Unknown,Connecticut,,292,3
2020-04-07,Unknown,Florida,,2,0
2020-04-07,Unknown,Georgia,,441,6
2020-04-07,Unknown,Guam,,274,4
2020-04-07,Unknown,Hawaii,,7,0
2020-04-07,Unknown,Illinois,,34,0
2020-04-07,Unknown,Louisiana,,49,2
2020-04-07,Unknown,Maine,,9,0
2020-04-07,Unknown,Massachusetts,,229,3
2020-04-07,Unknown,Michigan,,405,0
2020-04-07,Unknown,Minnesota,,5,0
2020-04-07,Kansas City,Missouri,,219,7
2020-04-07,Unknown,Missouri,,4,0
2020-04-07,Unknown,New Hampshire,,1,0
2020-04-07,Unknown,New Jersey,,2220,4
2020-04-07,New York City,New York,,78498,5631
2020-04-07,Unknown,Northern Mariana Islands,,8,2
2020-04-07,Unknown,Puerto Rico,,573,23
2020-04-07,Unknown,Rhode Island,,223,13
2020-04-07,Unknown,South Dakota,,0,4
2020-04-07,Unknown,Utah,,0,9
2020-04-07,Unknown,Vermont,,3,16
2020-04-07,Unknown,Virgin Islands,,0,1
2020-04-07,Unknown,Virginia,,0,26
2020-04-07,Unknown,Washington,,601,0
2020-04-08,Unknown,Alaska,,1,0
2020-04-08,Unknown,Arizona,,0,1
2020-04-08,Unknown,Arkansas,,13,0
2020-04-08,Unknown,Colorado,,237,0
2020-04-08,Unknown,Connecticut,,366,2
2020-04-08,Unknown,Florida,,2,0
2020-04-08,Unknown,Georgia,,871,9
2020-04-08,Unknown,Guam,,409,4
2020-04-08,Unknown,Hawaii,,7,0
2020-04-08,Unknown,Illinois,,61,0
2020-04-08,Unknown,Kansas,,0,2
2020-04-08,Unknown,Kentucky,,0,7
2020-04-08,Unknown,Louisiana,,49,2
2020-04-08,Unknown,Maine,,8,0
2020-04-08,Unknown,Massachusetts,,223,5
2020-04-08,Unknown,Michigan,,363,3
2020-04-08,Unknown,Minnesota,,4,0
2020-04-08,Kansas City,Missouri,,249,7
2020-04-08,Unknown,Missouri,,3,0
2020-04-08,Unknown,Nevada,,53,6
2020-04-08,Unknown,New Hampshire,,1,0
2020-04-08,Unknown,New Jersey,,1362,4
2020-04-08,New York City,New York,,83673,6441
2020-04-08,Unknown,Northern Mariana Islands,,11,2
2020-04-08,Unknown,Puerto Rico,,620,24
2020-04-08,Unknown,Rhode Island,,297,15
2020-04-08,Unknown,South Dakota,,0,4
2020-04-08,Unknown,Utah,,0,3
2020-04-08,Unknown,Vermont,,8,0
2020-04-08,Unknown,Virgin Islands,,0,1
2020-04-08,Unknown,Virginia,,1,0
2020-04-08,Unknown,Washington,,705,0
